method,kind,video,frame,type,qp,target_available,delta,diagnostic,symbol_nonzero_fraction,residual_hat_l2,estimated_enhancement_symbol_bits,psnr,ms_ssim,lpips,psnr_gain_vs_ZERO_D,psnr_minus_ORIGINAL,ms_ssim_gain_vs_ZERO_D,ms_ssim_minus_ORIGINAL,lpips_gain_vs_ZERO_D,lpips_minus_ORIGINAL
train6_DIRECT_l1,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,0,I,0,False,0.048630956560373306,False,,0.0,0.0,15.432896757865894,0.6808732254336812,0.2725779414176941,0.0,0.0,0.0,0.0,0.0,0.0
train6_DIRECT_l1,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1,P,2,True,0.048630956560373306,False,0.8741694092750549,43.019351959228516,491230.125,20.00865769076729,0.8696917475416904,0.2706572115421295,1.6278831055177427,3.7336695301560425,0.08534648711089698,0.09345620074275862,-0.1070849597454071,0.0398978590965271
train6_DIRECT_l1,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,2,P,0,False,0.048630956560373306,False,0.0,0.0,0.0,18.397926035745634,0.7901511797925224,0.3726913630962372,0.0,2.2244357896695703,0.0,0.010614265733851491,0.0,0.14624792337417603
train6_DIRECT_l1,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,3,P,1,False,0.048630956560373306,False,0.0,0.0,0.0,18.43517622396534,0.792569623516297,0.37328189611434937,0.0,2.2301445213592217,0.0,0.011714155716203822,0.0,0.1501513123512268
train6_DIRECT_l1,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4,P,0,False,0.048630956560373306,False,0.0,0.0,0.0,18.305997825513693,0.7901818897536002,0.38248443603515625,0.0,2.1930426512215178,0.0,0.01215458341690645,0.0,0.1584969162940979
train6_DIRECT_l1,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,5,P,1,False,0.048630956560373306,False,0.0,0.0,0.0,18.442813513408492,0.7920176135812449,0.3723565638065338,0.0,2.245229641925448,0.0,0.013319979088597056,0.0,0.1499435007572174
train6_DIRECT_l1,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,6,P,0,False,0.048630956560373306,False,0.0,0.0,0.0,18.374104791828067,0.7908164753891288,0.3756115138530731,0.0,2.225265989463523,0.0,0.014186378242502573,0.0,0.15188068151474
train6_DIRECT_l1,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,7,P,1,False,0.048630956560373306,False,0.0,0.0,0.0,18.479494193984486,0.7905097128413918,0.3711719214916229,0.0,2.2820870646620293,0.0,0.015240799497735158,0.0,0.1472100168466568
train6_DIRECT_l1,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,P,0,True,0.048630956560373306,False,0.8825775980949402,43.52103805541992,495277.9375,19.865119471224116,0.8688233903373558,0.2791256904602051,1.60686360191049,3.821228204515119,0.08236802693076983,0.09754568712851786,-0.10663515329360962,0.05163505673408508
train6_DIRECT_l1,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,9,P,2,False,0.048630956560373306,False,0.0,0.0,0.0,18.45709521653598,0.7872462658210383,0.3715718388557434,0.0,2.2911796156093764,0.0,0.01623087208063212,0.0,0.1437200903892517
train6_DIRECT_l1,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,P,0,False,0.048630956560373306,False,0.0,0.0,0.0,18.231247540995014,0.7822240170931138,0.3817782402038574,0.0,2.222071791396665,0.0,0.015659050349060344,0.0,0.15097177028656006
train6_DIRECT_l1,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,P,1,False,0.048630956560373306,False,0.0,0.0,0.0,18.34292655027578,0.7806586200240601,0.3741006851196289,0.0,2.2548979071249633,0.0,0.01574771747600079,0.0,0.14522458612918854
train6_DIRECT_l1,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,P,0,False,0.048630956560373306,False,0.0,0.0,0.0,18.20200512878322,0.7801243921217557,0.39121079444885254,0.0,2.21017720041489,0.0,0.015176360727060745,0.0,0.1609826385974884
train6_DIRECT_l1,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,P,1,False,0.048630956560373306,False,0.0,0.0,0.0,18.319072531319918,0.7793700647009189,0.379841685295105,0.0,2.264171974332765,0.0,0.01614687305811413,0.0,0.1492108404636383
train6_DIRECT_l1,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,P,0,False,0.048630956560373306,False,0.0,0.0,0.0,18.146092119564955,0.7741065868825544,0.3867919147014618,0.0,2.189143335317766,0.0,0.01563480557227881,0.0,0.15334022045135498
