dataset,video,kind,parameter,frame,state_max_abs,status
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,blur,8.0,10,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,blur,8.0,11,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,blur,8.0,12,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,blur,8.0,13,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,blur,8.0,14,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,blur,8.0,15,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,3000.0,1,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,3000.0,2,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,3000.0,3,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,3000.0,4,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,3000.0,5,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,3000.0,6,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,3000.0,7,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,3000.0,8,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,3000.0,9,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,3000.0,10,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,3000.0,11,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,3000.0,12,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,3000.0,13,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,3000.0,14,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,3000.0,15,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,10000.0,1,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,10000.0,2,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,10000.0,3,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,10000.0,4,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,10000.0,5,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,10000.0,6,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,10000.0,7,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,10000.0,8,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,10000.0,9,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,10000.0,10,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,10000.0,11,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,10000.0,12,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,10000.0,13,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,10000.0,14,0.0,PASS
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,oracle,10000.0,15,0.0,PASS
uvg,Beauty,baseline,original,1,0.0,PASS
uvg,Beauty,baseline,original,2,0.0,PASS
uvg,Beauty,baseline,original,3,0.0,PASS
uvg,Beauty,baseline,original,4,0.0,PASS
uvg,Beauty,baseline,original,5,0.0,PASS
uvg,Beauty,baseline,original,6,0.0,PASS
uvg,Beauty,baseline,original,7,0.0,PASS
uvg,Beauty,baseline,original,8,0.0,PASS
uvg,Beauty,baseline,original,9,0.0,PASS
uvg,Beauty,baseline,original,10,0.0,PASS
uvg,Beauty,baseline,original,11,0.0,PASS
uvg,Beauty,baseline,original,12,0.0,PASS
uvg,Beauty,baseline,original,13,0.0,PASS
uvg,Beauty,baseline,original,14,0.0,PASS
uvg,Beauty,baseline,original,15,0.0,PASS
uvg,Beauty,oracle,0.0,1,0.0,PASS
uvg,Beauty,oracle,0.0,2,0.0,PASS
uvg,Beauty,oracle,0.0,3,0.0,PASS
uvg,Beauty,oracle,0.0,4,0.0,PASS
uvg,Beauty,oracle,0.0,5,0.0,PASS
uvg,Beauty,oracle,0.0,6,0.0,PASS
uvg,Beauty,oracle,0.0,7,0.0,PASS
uvg,Beauty,oracle,0.0,8,0.0,PASS
uvg,Beauty,oracle,0.0,9,0.0,PASS
uvg,Beauty,oracle,0.0,10,0.0,PASS
uvg,Beauty,oracle,0.0,11,0.0,PASS
uvg,Beauty,oracle,0.0,12,0.0,PASS
uvg,Beauty,oracle,0.0,13,0.0,PASS
uvg,Beauty,oracle,0.0,14,0.0,PASS
uvg,Beauty,oracle,0.0,15,0.0,PASS
uvg,Beauty,oracle,0.01,1,0.0,PASS
uvg,Beauty,oracle,0.01,2,0.0,PASS
uvg,Beauty,oracle,0.01,3,0.0,PASS
uvg,Beauty,oracle,0.01,4,0.0,PASS
uvg,Beauty,oracle,0.01,5,0.0,PASS
uvg,Beauty,oracle,0.01,6,0.0,PASS
uvg,Beauty,oracle,0.01,7,0.0,PASS
uvg,Beauty,oracle,0.01,8,0.0,PASS
uvg,Beauty,oracle,0.01,9,0.0,PASS
uvg,Beauty,oracle,0.01,10,0.0,PASS
uvg,Beauty,oracle,0.01,11,0.0,PASS
uvg,Beauty,oracle,0.01,12,0.0,PASS
uvg,Beauty,oracle,0.01,13,0.0,PASS
uvg,Beauty,oracle,0.01,14,0.0,PASS
uvg,Beauty,oracle,0.01,15,0.0,PASS
uvg,Beauty,oracle,0.03,1,0.0,PASS
uvg,Beauty,oracle,0.03,2,0.0,PASS
uvg,Beauty,oracle,0.03,3,0.0,PASS
uvg,Beauty,oracle,0.03,4,0.0,PASS
uvg,Beauty,oracle,0.03,5,0.0,PASS
uvg,Beauty,oracle,0.03,6,0.0,PASS
uvg,Beauty,oracle,0.03,7,0.0,PASS
uvg,Beauty,oracle,0.03,8,0.0,PASS
uvg,Beauty,oracle,0.03,9,0.0,PASS
uvg,Beauty,oracle,0.03,10,0.0,PASS
uvg,Beauty,oracle,0.03,11,0.0,PASS
uvg,Beauty,oracle,0.03,12,0.0,PASS
uvg,Beauty,oracle,0.03,13,0.0,PASS
uvg,Beauty,oracle,0.03,14,0.0,PASS
uvg,Beauty,oracle,0.03,15,0.0,PASS
uvg,Beauty,oracle,0.1,1,0.0,PASS
uvg,Beauty,oracle,0.1,2,0.0,PASS
uvg,Beauty,oracle,0.1,3,0.0,PASS
uvg,Beauty,oracle,0.1,4,0.0,PASS
uvg,Beauty,oracle,0.1,5,0.0,PASS
uvg,Beauty,oracle,0.1,6,0.0,PASS
uvg,Beauty,oracle,0.1,7,0.0,PASS
uvg,Beauty,oracle,0.1,8,0.0,PASS
uvg,Beauty,oracle,0.1,9,0.0,PASS
uvg,Beauty,oracle,0.1,10,0.0,PASS
uvg,Beauty,oracle,0.1,11,0.0,PASS
uvg,Beauty,oracle,0.1,12,0.0,PASS
uvg,Beauty,oracle,0.1,13,0.0,PASS
uvg,Beauty,oracle,0.1,14,0.0,PASS
uvg,Beauty,oracle,0.1,15,0.0,PASS
uvg,Beauty,oracle,0.3,1,0.0,PASS
uvg,Beauty,oracle,0.3,2,0.0,PASS
uvg,Beauty,oracle,0.3,3,0.0,PASS
uvg,Beauty,oracle,0.3,4,0.0,PASS
uvg,Beauty,oracle,0.3,5,0.0,PASS
uvg,Beauty,oracle,0.3,6,0.0,PASS
uvg,Beauty,oracle,0.3,7,0.0,PASS
uvg,Beauty,oracle,0.3,8,0.0,PASS
uvg,Beauty,oracle,0.3,9,0.0,PASS
uvg,Beauty,oracle,0.3,10,0.0,PASS
uvg,Beauty,oracle,0.3,11,0.0,PASS
uvg,Beauty,oracle,0.3,12,0.0,PASS
uvg,Beauty,oracle,0.3,13,0.0,PASS
uvg,Beauty,oracle,0.3,14,0.0,PASS
uvg,Beauty,oracle,0.3,15,0.0,PASS
uvg,Beauty,oracle,1.0,1,0.0,PASS
uvg,Beauty,oracle,1.0,2,0.0,PASS
uvg,Beauty,oracle,1.0,3,0.0,PASS
uvg,Beauty,oracle,1.0,4,0.0,PASS
uvg,Beauty,oracle,1.0,5,0.0,PASS
uvg,Beauty,oracle,1.0,6,0.0,PASS
uvg,Beauty,oracle,1.0,7,0.0,PASS
uvg,Beauty,oracle,1.0,8,0.0,PASS
uvg,Beauty,oracle,1.0,9,0.0,PASS
uvg,Beauty,oracle,1.0,10,0.0,PASS
uvg,Beauty,oracle,1.0,11,0.0,PASS
uvg,Beauty,oracle,1.0,12,0.0,PASS
uvg,Beauty,oracle,1.0,13,0.0,PASS
uvg,Beauty,oracle,1.0,14,0.0,PASS
uvg,Beauty,oracle,1.0,15,0.0,PASS
uvg,Beauty,oracle,3.0,1,0.0,PASS
uvg,Beauty,oracle,3.0,2,0.0,PASS
uvg,Beauty,oracle,3.0,3,0.0,PASS
uvg,Beauty,oracle,3.0,4,0.0,PASS
uvg,Beauty,oracle,3.0,5,0.0,PASS
uvg,Beauty,oracle,3.0,6,0.0,PASS
uvg,Beauty,oracle,3.0,7,0.0,PASS
uvg,Beauty,oracle,3.0,8,0.0,PASS
uvg,Beauty,oracle,3.0,9,0.0,PASS
uvg,Beauty,oracle,3.0,10,0.0,PASS
uvg,Beauty,oracle,3.0,11,0.0,PASS
uvg,Beauty,oracle,3.0,12,0.0,PASS
uvg,Beauty,oracle,3.0,13,0.0,PASS
uvg,Beauty,oracle,3.0,14,0.0,PASS
uvg,Beauty,oracle,3.0,15,0.0,PASS
uvg,Beauty,oracle,10.0,1,0.0,PASS
uvg,Beauty,oracle,10.0,2,0.0,PASS
uvg,Beauty,oracle,10.0,3,0.0,PASS
uvg,Beauty,oracle,10.0,4,0.0,PASS
uvg,Beauty,oracle,10.0,5,0.0,PASS
uvg,Beauty,oracle,10.0,6,0.0,PASS
uvg,Beauty,oracle,10.0,7,0.0,PASS
uvg,Beauty,oracle,10.0,8,0.0,PASS
uvg,Beauty,oracle,10.0,9,0.0,PASS
uvg,Beauty,oracle,10.0,10,0.0,PASS
uvg,Beauty,oracle,10.0,11,0.0,PASS
uvg,Beauty,oracle,10.0,12,0.0,PASS
uvg,Beauty,oracle,10.0,13,0.0,PASS
uvg,Beauty,oracle,10.0,14,0.0,PASS
uvg,Beauty,oracle,10.0,15,0.0,PASS
uvg,Beauty,oracle,30.0,1,0.0,PASS
uvg,Beauty,oracle,30.0,2,0.0,PASS
uvg,Beauty,oracle,30.0,3,0.0,PASS
uvg,Beauty,oracle,30.0,4,0.0,PASS
uvg,Beauty,oracle,30.0,5,0.0,PASS
uvg,Beauty,oracle,30.0,6,0.0,PASS
uvg,Beauty,oracle,30.0,7,0.0,PASS
uvg,Beauty,oracle,30.0,8,0.0,PASS
uvg,Beauty,oracle,30.0,9,0.0,PASS
uvg,Beauty,oracle,30.0,10,0.0,PASS
uvg,Beauty,oracle,30.0,11,0.0,PASS
uvg,Beauty,oracle,30.0,12,0.0,PASS
uvg,Beauty,oracle,30.0,13,0.0,PASS
uvg,Beauty,oracle,30.0,14,0.0,PASS
uvg,Beauty,oracle,30.0,15,0.0,PASS
uvg,Beauty,oracle,100.0,1,0.0,PASS
uvg,Beauty,oracle,100.0,2,0.0,PASS
uvg,Beauty,oracle,100.0,3,0.0,PASS
uvg,Beauty,oracle,100.0,4,0.0,PASS
uvg,Beauty,oracle,100.0,5,0.0,PASS
uvg,Beauty,oracle,100.0,6,0.0,PASS
uvg,Beauty,oracle,100.0,7,0.0,PASS
uvg,Beauty,oracle,100.0,8,0.0,PASS
uvg,Beauty,oracle,100.0,9,0.0,PASS
uvg,Beauty,oracle,100.0,10,0.0,PASS
uvg,Beauty,oracle,100.0,11,0.0,PASS
uvg,Beauty,oracle,100.0,12,0.0,PASS
uvg,Beauty,oracle,100.0,13,0.0,PASS
uvg,Beauty,oracle,100.0,14,0.0,PASS
uvg,Beauty,oracle,100.0,15,0.0,PASS
uvg,Beauty,oracle,300.0,1,0.0,PASS
uvg,Beauty,oracle,300.0,2,0.0,PASS
uvg,Beauty,oracle,300.0,3,0.0,PASS
uvg,Beauty,oracle,300.0,4,0.0,PASS
uvg,Beauty,oracle,300.0,5,0.0,PASS
uvg,Beauty,oracle,300.0,6,0.0,PASS
uvg,Beauty,oracle,300.0,7,0.0,PASS
uvg,Beauty,oracle,300.0,8,0.0,PASS
uvg,Beauty,oracle,300.0,9,0.0,PASS
uvg,Beauty,oracle,300.0,10,0.0,PASS
uvg,Beauty,oracle,300.0,11,0.0,PASS
uvg,Beauty,oracle,300.0,12,0.0,PASS
uvg,Beauty,oracle,300.0,13,0.0,PASS
uvg,Beauty,oracle,300.0,14,0.0,PASS
uvg,Beauty,oracle,300.0,15,0.0,PASS
uvg,Beauty,oracle,1000.0,1,0.0,PASS
uvg,Beauty,oracle,1000.0,2,0.0,PASS
uvg,Beauty,oracle,1000.0,3,0.0,PASS
uvg,Beauty,oracle,1000.0,4,0.0,PASS
uvg,Beauty,oracle,1000.0,5,0.0,PASS
uvg,Beauty,oracle,1000.0,6,0.0,PASS
uvg,Beauty,oracle,1000.0,7,0.0,PASS
uvg,Beauty,oracle,1000.0,8,0.0,PASS
uvg,Beauty,oracle,1000.0,9,0.0,PASS
uvg,Beauty,oracle,1000.0,10,0.0,PASS
uvg,Beauty,oracle,1000.0,11,0.0,PASS
uvg,Beauty,oracle,1000.0,12,0.0,PASS
uvg,Beauty,oracle,1000.0,13,0.0,PASS
uvg,Beauty,oracle,1000.0,14,0.0,PASS
uvg,Beauty,oracle,1000.0,15,0.0,PASS
uvg,Beauty,blur,0.5,1,0.0,PASS
uvg,Beauty,blur,0.5,2,0.0,PASS
uvg,Beauty,blur,0.5,3,0.0,PASS
uvg,Beauty,blur,0.5,4,0.0,PASS
uvg,Beauty,blur,0.5,5,0.0,PASS
uvg,Beauty,blur,0.5,6,0.0,PASS
uvg,Beauty,blur,0.5,7,0.0,PASS
uvg,Beauty,blur,0.5,8,0.0,PASS
uvg,Beauty,blur,0.5,9,0.0,PASS
uvg,Beauty,blur,0.5,10,0.0,PASS
uvg,Beauty,blur,0.5,11,0.0,PASS
uvg,Beauty,blur,0.5,12,0.0,PASS
uvg,Beauty,blur,0.5,13,0.0,PASS
uvg,Beauty,blur,0.5,14,0.0,PASS
uvg,Beauty,blur,0.5,15,0.0,PASS
uvg,Beauty,blur,1.0,1,0.0,PASS
uvg,Beauty,blur,1.0,2,0.0,PASS
uvg,Beauty,blur,1.0,3,0.0,PASS
uvg,Beauty,blur,1.0,4,0.0,PASS
uvg,Beauty,blur,1.0,5,0.0,PASS
uvg,Beauty,blur,1.0,6,0.0,PASS
uvg,Beauty,blur,1.0,7,0.0,PASS
uvg,Beauty,blur,1.0,8,0.0,PASS
uvg,Beauty,blur,1.0,9,0.0,PASS
uvg,Beauty,blur,1.0,10,0.0,PASS
uvg,Beauty,blur,1.0,11,0.0,PASS
uvg,Beauty,blur,1.0,12,0.0,PASS
uvg,Beauty,blur,1.0,13,0.0,PASS
uvg,Beauty,blur,1.0,14,0.0,PASS
uvg,Beauty,blur,1.0,15,0.0,PASS
uvg,Beauty,blur,1.5,1,0.0,PASS
uvg,Beauty,blur,1.5,2,0.0,PASS
uvg,Beauty,blur,1.5,3,0.0,PASS
uvg,Beauty,blur,1.5,4,0.0,PASS
uvg,Beauty,blur,1.5,5,0.0,PASS
uvg,Beauty,blur,1.5,6,0.0,PASS
uvg,Beauty,blur,1.5,7,0.0,PASS
uvg,Beauty,blur,1.5,8,0.0,PASS
uvg,Beauty,blur,1.5,9,0.0,PASS
uvg,Beauty,blur,1.5,10,0.0,PASS
uvg,Beauty,blur,1.5,11,0.0,PASS
uvg,Beauty,blur,1.5,12,0.0,PASS
uvg,Beauty,blur,1.5,13,0.0,PASS
uvg,Beauty,blur,1.5,14,0.0,PASS
uvg,Beauty,blur,1.5,15,0.0,PASS
uvg,Beauty,blur,2.0,1,0.0,PASS
uvg,Beauty,blur,2.0,2,0.0,PASS
uvg,Beauty,blur,2.0,3,0.0,PASS
uvg,Beauty,blur,2.0,4,0.0,PASS
uvg,Beauty,blur,2.0,5,0.0,PASS
uvg,Beauty,blur,2.0,6,0.0,PASS
uvg,Beauty,blur,2.0,7,0.0,PASS
uvg,Beauty,blur,2.0,8,0.0,PASS
uvg,Beauty,blur,2.0,9,0.0,PASS
uvg,Beauty,blur,2.0,10,0.0,PASS
uvg,Beauty,blur,2.0,11,0.0,PASS
uvg,Beauty,blur,2.0,12,0.0,PASS
uvg,Beauty,blur,2.0,13,0.0,PASS
uvg,Beauty,blur,2.0,14,0.0,PASS
uvg,Beauty,blur,2.0,15,0.0,PASS
uvg,Beauty,blur,3.0,1,0.0,PASS
uvg,Beauty,blur,3.0,2,0.0,PASS
uvg,Beauty,blur,3.0,3,0.0,PASS
uvg,Beauty,blur,3.0,4,0.0,PASS
uvg,Beauty,blur,3.0,5,0.0,PASS
uvg,Beauty,blur,3.0,6,0.0,PASS
uvg,Beauty,blur,3.0,7,0.0,PASS
uvg,Beauty,blur,3.0,8,0.0,PASS
uvg,Beauty,blur,3.0,9,0.0,PASS
uvg,Beauty,blur,3.0,10,0.0,PASS
uvg,Beauty,blur,3.0,11,0.0,PASS
uvg,Beauty,blur,3.0,12,0.0,PASS
uvg,Beauty,blur,3.0,13,0.0,PASS
uvg,Beauty,blur,3.0,14,0.0,PASS
uvg,Beauty,blur,3.0,15,0.0,PASS
uvg,Beauty,blur,4.0,1,0.0,PASS
uvg,Beauty,blur,4.0,2,0.0,PASS
uvg,Beauty,blur,4.0,3,0.0,PASS
uvg,Beauty,blur,4.0,4,0.0,PASS
uvg,Beauty,blur,4.0,5,0.0,PASS
uvg,Beauty,blur,4.0,6,0.0,PASS
uvg,Beauty,blur,4.0,7,0.0,PASS
uvg,Beauty,blur,4.0,8,0.0,PASS
uvg,Beauty,blur,4.0,9,0.0,PASS
uvg,Beauty,blur,4.0,10,0.0,PASS
uvg,Beauty,blur,4.0,11,0.0,PASS
uvg,Beauty,blur,4.0,12,0.0,PASS
uvg,Beauty,blur,4.0,13,0.0,PASS
uvg,Beauty,blur,4.0,14,0.0,PASS
uvg,Beauty,blur,4.0,15,0.0,PASS
uvg,Beauty,blur,6.0,1,0.0,PASS
uvg,Beauty,blur,6.0,2,0.0,PASS
uvg,Beauty,blur,6.0,3,0.0,PASS
uvg,Beauty,blur,6.0,4,0.0,PASS
uvg,Beauty,blur,6.0,5,0.0,PASS
uvg,Beauty,blur,6.0,6,0.0,PASS
uvg,Beauty,blur,6.0,7,0.0,PASS
uvg,Beauty,blur,6.0,8,0.0,PASS
uvg,Beauty,blur,6.0,9,0.0,PASS
uvg,Beauty,blur,6.0,10,0.0,PASS
uvg,Beauty,blur,6.0,11,0.0,PASS
uvg,Beauty,blur,6.0,12,0.0,PASS
uvg,Beauty,blur,6.0,13,0.0,PASS
uvg,Beauty,blur,6.0,14,0.0,PASS
uvg,Beauty,blur,6.0,15,0.0,PASS
uvg,Beauty,blur,8.0,1,0.0,PASS
uvg,Beauty,blur,8.0,2,0.0,PASS
uvg,Beauty,blur,8.0,3,0.0,PASS
uvg,Beauty,blur,8.0,4,0.0,PASS
uvg,Beauty,blur,8.0,5,0.0,PASS
uvg,Beauty,blur,8.0,6,0.0,PASS
uvg,Beauty,blur,8.0,7,0.0,PASS
uvg,Beauty,blur,8.0,8,0.0,PASS
uvg,Beauty,blur,8.0,9,0.0,PASS
uvg,Beauty,blur,8.0,10,0.0,PASS
uvg,Beauty,blur,8.0,11,0.0,PASS
uvg,Beauty,blur,8.0,12,0.0,PASS
uvg,Beauty,blur,8.0,13,0.0,PASS
uvg,Beauty,blur,8.0,14,0.0,PASS
uvg,Beauty,blur,8.0,15,0.0,PASS
uvg,Beauty,oracle,3000.0,1,0.0,PASS
uvg,Beauty,oracle,3000.0,2,0.0,PASS
uvg,Beauty,oracle,3000.0,3,0.0,PASS
uvg,Beauty,oracle,3000.0,4,0.0,PASS
uvg,Beauty,oracle,3000.0,5,0.0,PASS
uvg,Beauty,oracle,3000.0,6,0.0,PASS
uvg,Beauty,oracle,3000.0,7,0.0,PASS
uvg,Beauty,oracle,3000.0,8,0.0,PASS
uvg,Beauty,oracle,3000.0,9,0.0,PASS
uvg,Beauty,oracle,3000.0,10,0.0,PASS
uvg,Beauty,oracle,3000.0,11,0.0,PASS
uvg,Beauty,oracle,3000.0,12,0.0,PASS
uvg,Beauty,oracle,3000.0,13,0.0,PASS
uvg,Beauty,oracle,3000.0,14,0.0,PASS
uvg,Beauty,oracle,3000.0,15,0.0,PASS
uvg,Beauty,oracle,10000.0,1,0.0,PASS
uvg,Beauty,oracle,10000.0,2,0.0,PASS
uvg,Beauty,oracle,10000.0,3,0.0,PASS
uvg,Beauty,oracle,10000.0,4,0.0,PASS
uvg,Beauty,oracle,10000.0,5,0.0,PASS
uvg,Beauty,oracle,10000.0,6,0.0,PASS
uvg,Beauty,oracle,10000.0,7,0.0,PASS
uvg,Beauty,oracle,10000.0,8,0.0,PASS
uvg,Beauty,oracle,10000.0,9,0.0,PASS
uvg,Beauty,oracle,10000.0,10,0.0,PASS
uvg,Beauty,oracle,10000.0,11,0.0,PASS
uvg,Beauty,oracle,10000.0,12,0.0,PASS
uvg,Beauty,oracle,10000.0,13,0.0,PASS
uvg,Beauty,oracle,10000.0,14,0.0,PASS
uvg,Beauty,oracle,10000.0,15,0.0,PASS
uvg,Bosphorus,baseline,original,1,0.0,PASS
uvg,Bosphorus,baseline,original,2,0.0,PASS
uvg,Bosphorus,baseline,original,3,0.0,PASS
uvg,Bosphorus,baseline,original,4,0.0,PASS
uvg,Bosphorus,baseline,original,5,0.0,PASS
uvg,Bosphorus,baseline,original,6,0.0,PASS
uvg,Bosphorus,baseline,original,7,0.0,PASS
uvg,Bosphorus,baseline,original,8,0.0,PASS
uvg,Bosphorus,baseline,original,9,0.0,PASS
uvg,Bosphorus,baseline,original,10,0.0,PASS
uvg,Bosphorus,baseline,original,11,0.0,PASS
uvg,Bosphorus,baseline,original,12,0.0,PASS
uvg,Bosphorus,baseline,original,13,0.0,PASS
uvg,Bosphorus,baseline,original,14,0.0,PASS
uvg,Bosphorus,baseline,original,15,0.0,PASS
uvg,Bosphorus,oracle,0.0,1,0.0,PASS
uvg,Bosphorus,oracle,0.0,2,0.0,PASS
uvg,Bosphorus,oracle,0.0,3,0.0,PASS
uvg,Bosphorus,oracle,0.0,4,0.0,PASS
uvg,Bosphorus,oracle,0.0,5,0.0,PASS
uvg,Bosphorus,oracle,0.0,6,0.0,PASS
uvg,Bosphorus,oracle,0.0,7,0.0,PASS
uvg,Bosphorus,oracle,0.0,8,0.0,PASS
uvg,Bosphorus,oracle,0.0,9,0.0,PASS
uvg,Bosphorus,oracle,0.0,10,0.0,PASS
uvg,Bosphorus,oracle,0.0,11,0.0,PASS
uvg,Bosphorus,oracle,0.0,12,0.0,PASS
uvg,Bosphorus,oracle,0.0,13,0.0,PASS
uvg,Bosphorus,oracle,0.0,14,0.0,PASS
uvg,Bosphorus,oracle,0.0,15,0.0,PASS
uvg,Bosphorus,oracle,0.01,1,0.0,PASS
uvg,Bosphorus,oracle,0.01,2,0.0,PASS
uvg,Bosphorus,oracle,0.01,3,0.0,PASS
uvg,Bosphorus,oracle,0.01,4,0.0,PASS
uvg,Bosphorus,oracle,0.01,5,0.0,PASS
uvg,Bosphorus,oracle,0.01,6,0.0,PASS
uvg,Bosphorus,oracle,0.01,7,0.0,PASS
uvg,Bosphorus,oracle,0.01,8,0.0,PASS
uvg,Bosphorus,oracle,0.01,9,0.0,PASS
uvg,Bosphorus,oracle,0.01,10,0.0,PASS
uvg,Bosphorus,oracle,0.01,11,0.0,PASS
uvg,Bosphorus,oracle,0.01,12,0.0,PASS
uvg,Bosphorus,oracle,0.01,13,0.0,PASS
uvg,Bosphorus,oracle,0.01,14,0.0,PASS
uvg,Bosphorus,oracle,0.01,15,0.0,PASS
uvg,Bosphorus,oracle,0.03,1,0.0,PASS
uvg,Bosphorus,oracle,0.03,2,0.0,PASS
uvg,Bosphorus,oracle,0.03,3,0.0,PASS
uvg,Bosphorus,oracle,0.03,4,0.0,PASS
uvg,Bosphorus,oracle,0.03,5,0.0,PASS
uvg,Bosphorus,oracle,0.03,6,0.0,PASS
uvg,Bosphorus,oracle,0.03,7,0.0,PASS
uvg,Bosphorus,oracle,0.03,8,0.0,PASS
uvg,Bosphorus,oracle,0.03,9,0.0,PASS
uvg,Bosphorus,oracle,0.03,10,0.0,PASS
uvg,Bosphorus,oracle,0.03,11,0.0,PASS
uvg,Bosphorus,oracle,0.03,12,0.0,PASS
uvg,Bosphorus,oracle,0.03,13,0.0,PASS
uvg,Bosphorus,oracle,0.03,14,0.0,PASS
uvg,Bosphorus,oracle,0.03,15,0.0,PASS
uvg,Bosphorus,oracle,0.1,1,0.0,PASS
uvg,Bosphorus,oracle,0.1,2,0.0,PASS
uvg,Bosphorus,oracle,0.1,3,0.0,PASS
uvg,Bosphorus,oracle,0.1,4,0.0,PASS
uvg,Bosphorus,oracle,0.1,5,0.0,PASS
uvg,Bosphorus,oracle,0.1,6,0.0,PASS
uvg,Bosphorus,oracle,0.1,7,0.0,PASS
uvg,Bosphorus,oracle,0.1,8,0.0,PASS
uvg,Bosphorus,oracle,0.1,9,0.0,PASS
uvg,Bosphorus,oracle,0.1,10,0.0,PASS
uvg,Bosphorus,oracle,0.1,11,0.0,PASS
uvg,Bosphorus,oracle,0.1,12,0.0,PASS
uvg,Bosphorus,oracle,0.1,13,0.0,PASS
uvg,Bosphorus,oracle,0.1,14,0.0,PASS
uvg,Bosphorus,oracle,0.1,15,0.0,PASS
uvg,Bosphorus,oracle,0.3,1,0.0,PASS
uvg,Bosphorus,oracle,0.3,2,0.0,PASS
uvg,Bosphorus,oracle,0.3,3,0.0,PASS
uvg,Bosphorus,oracle,0.3,4,0.0,PASS
uvg,Bosphorus,oracle,0.3,5,0.0,PASS
uvg,Bosphorus,oracle,0.3,6,0.0,PASS
uvg,Bosphorus,oracle,0.3,7,0.0,PASS
uvg,Bosphorus,oracle,0.3,8,0.0,PASS
uvg,Bosphorus,oracle,0.3,9,0.0,PASS
uvg,Bosphorus,oracle,0.3,10,0.0,PASS
uvg,Bosphorus,oracle,0.3,11,0.0,PASS
uvg,Bosphorus,oracle,0.3,12,0.0,PASS
uvg,Bosphorus,oracle,0.3,13,0.0,PASS
uvg,Bosphorus,oracle,0.3,14,0.0,PASS
uvg,Bosphorus,oracle,0.3,15,0.0,PASS
uvg,Bosphorus,oracle,1.0,1,0.0,PASS
uvg,Bosphorus,oracle,1.0,2,0.0,PASS
uvg,Bosphorus,oracle,1.0,3,0.0,PASS
uvg,Bosphorus,oracle,1.0,4,0.0,PASS
uvg,Bosphorus,oracle,1.0,5,0.0,PASS
uvg,Bosphorus,oracle,1.0,6,0.0,PASS
uvg,Bosphorus,oracle,1.0,7,0.0,PASS
uvg,Bosphorus,oracle,1.0,8,0.0,PASS
uvg,Bosphorus,oracle,1.0,9,0.0,PASS
