method,kind,video,frame,type,qp,target_available,delta,diagnostic,symbol_nonzero_fraction,residual_hat_l2,estimated_enhancement_symbol_bits,psnr,ms_ssim,lpips,psnr_gain_vs_ZERO_D,psnr_minus_ORIGINAL,ms_ssim_gain_vs_ZERO_D,ms_ssim_minus_ORIGINAL,lpips_gain_vs_ZERO_D,lpips_minus_ORIGINAL
train6_DIRECT_l0,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,0,I,0,False,0.024315478280186653,False,,0.0,0.0,15.432896757865894,0.6808732254336812,0.2725779414176941,0.0,0.0,0.0,0.0,0.0,0.0
train6_DIRECT_l0,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1,P,2,True,0.024315478280186653,False,0.9360294342041016,42.75362777709961,637571.25,20.020295304101936,0.8700401056643995,0.27009662985801697,1.6395207188523884,3.745307143490688,0.08569484523360604,0.09380455886546768,-0.10764554142951965,0.03933727741241455
train6_DIRECT_l0,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,2,P,0,False,0.024315478280186653,False,0.0,0.0,0.0,18.397926035745634,0.7901511797925224,0.3726913630962372,0.0,2.2244357896695703,0.0,0.010614265733851491,0.0,0.14624792337417603
train6_DIRECT_l0,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,3,P,1,False,0.024315478280186653,False,0.0,0.0,0.0,18.43517622396534,0.792569623516297,0.37328189611434937,0.0,2.2301445213592217,0.0,0.011714155716203822,0.0,0.1501513123512268
train6_DIRECT_l0,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4,P,0,False,0.024315478280186653,False,0.0,0.0,0.0,18.305997825513693,0.7901818897536002,0.38248443603515625,0.0,2.1930426512215178,0.0,0.01215458341690645,0.0,0.1584969162940979
train6_DIRECT_l0,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,5,P,1,False,0.024315478280186653,False,0.0,0.0,0.0,18.442813513408492,0.7920176135812449,0.3723565638065338,0.0,2.245229641925448,0.0,0.013319979088597056,0.0,0.1499435007572174
train6_DIRECT_l0,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,6,P,0,False,0.024315478280186653,False,0.0,0.0,0.0,18.374104791828067,0.7908164753891288,0.3756115138530731,0.0,2.225265989463523,0.0,0.014186378242502573,0.0,0.15188068151474
train6_DIRECT_l0,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,7,P,1,False,0.024315478280186653,False,0.0,0.0,0.0,18.479494193984486,0.7905097128413918,0.3711719214916229,0.0,2.2820870646620293,0.0,0.015240799497735158,0.0,0.1472100168466568
train6_DIRECT_l0,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,P,0,True,0.024315478280186653,False,0.941714346408844,43.26206588745117,641754.0,19.87749193943846,0.869301098985035,0.2784077823162079,1.6192360701248347,3.833600672729464,0.0828457355784491,0.09802339577619712,-0.10735306143760681,0.05091714859008789
train6_DIRECT_l0,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,9,P,2,False,0.024315478280186653,False,0.0,0.0,0.0,18.45709521653598,0.7872462658210383,0.3715718388557434,0.0,2.2911796156093764,0.0,0.01623087208063212,0.0,0.1437200903892517
